,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
100682525,682.686938555899,0.11161141788733,0.162234153136879,0.469192660989165,0.493358816857531,0.999624910286674
100682526,790.83283038116,0.190140890784084,0.418417370553659,0.203344314216565,0.652034846681382,0.999624910286674
100682528,11134.185532168,1.30276972323753,0.492901945101146,6.17508344195613,0.0129561800441837,0.999624910286674
100682529,1915.65038146747,0.103470948669492,0.457022199348119,0.0508375371153988,0.821612253123975,0.999624910286674
100682530,15085.0601075154,0.30632839379561,0.331129112711866,0.834640824291967,0.360934009847695,0.999624910286674
100682531,1358.78108439491,-0.0738287283974997,0.326988967913164,0.0512629951090275,0.820879962793531,0.999624910286674
100682532,246.067833912037,0.0397030974829055,0.272799779986704,0.021118283171063,0.88445719028694,0.999624910286674
100682533,685.290303105291,0.031705956339281,0.334569446435311,0.00896703000131538,0.924557563585095,0.999624910286674
100682534,1615.446864328,0.285222873441636,0.549183269244151,0.263545255146994,0.607694912004462,0.999624910286674
100682536,804.232877417421,-0.0782040168307907,0.410688652504622,0.0364796060471235,0.848528452112199,0.999624910286674
100682537,124.335647189215,-0.278780133887321,0.336991406121887,0.699012121193334,0.403115835045787,0.999624910286674
100682538,337.518816651024,-0.184147467873654,0.922299782745443,0.0404128266799262,0.840675571790842,0.999624910286674
100682539,878.923176422427,-0.170503443538188,0.183576900805147,0.873831218658552,0.349896844398832,0.999624910286674
100684971,1083.3293678705,-0.0379936810217993,0.18186478399983,0.0438189971521297,0.834190730385529,0.999624910286674
100689008,5743.56670159229,0.677119281880851,0.30766796492979,4.56669598711596,0.032599381103655,0.999624910286674
100689009,1366.64460224328,0.933043525471415,0.357655796847082,6.25882329293478,0.0123576257317713,0.999624910286674
100689010,3458.04351055913,0.862734171413017,0.347391599526216,5.71036868738736,0.016864997038989,0.999624910286674
100689011,4465.90068151114,0.82807813387603,0.267537949664817,8.90111516379017,0.00284996552027671,0.762784889250531
100689015,997.736253344248,0.00240075227461927,0.209945211262922,0.000139438996143326,0.990578455745694,0.999624910286674
100689016,1952.06742261001,0.357551181851363,0.530978904462951,0.440267530853362,0.506993357877995,0.999624910286674
100689017,3088.83208997142,0.0410452439908402,0.200084833407993,0.0419461944704267,0.837722369871,0.999624910286674
100689018,227.235005834958,0.182882803224636,0.208530664235216,0.758546040121132,0.383783919000376,0.999624910286674
100689019,205.468081157701,0.0777184339493315,0.520807549088253,0.0221363513216488,0.88172494429683,0.999624910286674
100689020,1563.89117731364,1.67357407538728,0.648954763900687,5.6423333772147,0.0175318592605289,0.999624910286674
100689021,780.822627886406,0.0126855940391637,0.555972769641183,0.00052115353651061,0.981786844939281,0.999624910286674
100689022,780.552280174667,-0.0982557078653153,0.239144301113405,0.170016915227166,0.680096775021557,0.999624910286674
100689023,493.368448443308,-0.122801792970046,0.062975042869146,3.82325827807625,0.0505458556828488,0.999624910286674
100689025,1908.97161882926,-0.151068114794329,0.331092253259032,0.210547656343067,0.646338494864636,0.999624910286674
100689026,2758.8485159651,0.115383669753746,0.273304078135837,0.176613868259551,0.674299524520755,0.999624910286674
100689027,1431.59810282744,-0.418572463768124,0.308719461680266,1.89279127314472,0.168887429393258,0.999624910286674
100689028,457.013115203994,0.134285882409853,0.418827408711917,0.101699637442721,0.749799458173752,0.999624910286674
100689029,103.426318516016,0.118921722641009,0.291666291320036,0.164967844959023,0.684623324500803,0.999624910286674
100689030,408.077898035049,-0.100841410843581,0.28792004875309,0.123552737660759,0.725212752157043,0.999624910286674
100689031,461.784471125061,-0.00227865873016781,0.192292489320607,0.000330920095848342,0.985486315438786,0.999624910286674
100689032,733.3717426093,0.181177004948605,0.195940059068377,0.8430034266338,0.358539199740922,0.999624910286674
100689038,986.67742330727,0.0291880505391549,0.335828118328268,0.00753738271703241,0.930816099177056,0.999624910286674
100689039,574.898450149027,0.226987147591819,0.356612538210866,0.397800337773504,0.528227445975317,0.999624910286674
100689040,14995.7181108647,0.0105611073337775,0.198282310028566,0.002834536290095,0.957540395896464,0.999624910286674
100689041,11270.9733466816,0.601659528690824,0.773143165739525,0.575016376498752,0.448272399230361,0.999624910286674
100689042,638.984681068597,-0.114753297163774,0.185670944656629,0.385219390854388,0.534823058658914,0.999624910286674
100689043,558.975293331943,-0.125853147032645,0.236521366161331,0.285864792264135,0.592882737270539,0.999624910286674
100689044,230.315367523045,0.119542043494201,0.755671583822482,0.0247914230875494,0.874887906717752,0.999624910286674
100689045,27314.4172262187,-0.0369676451299795,0.343710235428669,0.0116014051557158,0.914225880223429,0.999624910286674
100689046,2551.05942961685,0.0882956546358526,0.130540157979138,0.454325767987427,0.500287842325208,0.999624910286674
100689047,123.551712484808,-0.1460317468983,0.27605869178217,0.282473947625135,0.595084269670387,0.999624910286674
100689048,2592.78296156,0.0760379368564539,0.221904485904341,0.116724722393997,0.732614304450692,0.999624910286674
100689049,182.260075800069,-0.0346486939150949,0.19365985707651,0.0325138304388304,0.856904559395118,0.999624910286674
100689050,5318.66553591262,-0.612096001320157,0.632648928170535,0.974911651749551,0.323458274378401,0.999624910286674
100689051,17811.9610446795,-0.0884081400432846,0.419220191014318,0.0447733215331709,0.832421392610496,0.999624910286674
100689052,15827.1214342551,0.0817214176171006,0.520838907027329,0.0244598459180452,0.875720544442736,0.999624910286674
100689053,11674.3492765698,-0.153080787836493,0.222384340995676,0.479263153099907,0.488756267673317,0.999624910286674
100689054,1784.19369620024,0.00328111428186872,0.170642097114805,0.000391749928780882,0.984208762349338,0.999624910286674
100689055,1090.91900443944,0.0360940043572604,0.590459796738574,0.00372587305145089,0.951327408804188,0.999624910286674
100689056,20724.8516618947,-0.161368492497441,0.282453952509581,0.330335629419892,0.565461524120659,0.999624910286674
100689057,1554.56291505141,0.0689519204316343,0.396092166482761,0.0301439470408695,0.862164016498104,0.999624910286674
100689058,31148.2138296128,-0.0430155129019652,0.407672767626613,0.011170802113952,0.915826715674502,0.999624910286674
100689059,375.466611848534,-0.339757463287142,0.587965182620869,0.342105334383234,0.558616496630947,0.999624910286674
100689060,1717.7626785726,0.116329133756432,0.360822807653496,0.10298306089112,0.748278792956113,0.999624910286674
100689061,1217.78296622336,0.156271126415872,0.452442134433346,0.117809361859429,0.731422665952777,0.999624910286674
100689062,496.934183518065,0.307578020314546,0.363432038138438,0.69880793080705,0.403184536881148,0.999624910286674
100689063,1935.77880134011,0.458451119156275,0.524833719020772,0.734233537280659,0.391514366741488,0.999624910286674
100689064,45777.8681267494,0.0330699567514705,0.291601019336893,0.0128277284451315,0.909824775531069,0.999624910286674
100689065,682.13754985342,0.181615984533268,0.4547363827665,0.157249018952541,0.691702011446705,0.999624910286674
100689066,336.423598675019,0.976331397043925,0.803431096115364,1.35183991379046,0.244956718004945,0.999624910286674
100689067,24189.5928635984,0.0718502328803821,0.123698321070009,0.335495941161298,0.56244066013649,0.999624910286674
100689068,5685.06216500583,0.184584885300508,0.273416170439846,0.449074597766469,0.5027747410063,0.999624910286674
100689069,184.535513291733,0.255550949121024,0.678454342294635,0.139009603335978,0.70926759233326,0.999624910286674
100689070,270.600873458807,0.100202564752602,0.600251662003948,0.027652726965016,0.867927876743286,0.999624910286674
100689071,241.910856324183,0.112785707494577,0.520125333083241,0.0466167643559174,0.829058558686587,0.999624910286674
100689072,4269.91294909993,-0.0359820729502573,0.266590508879755,0.0182672304227367,0.892488282926548,0.999624910286674
100689075,1210.33719270704,-0.0931552349862845,0.345053398212756,0.0733984045776879,0.78645148608676,0.999624910286674
100689077,14190.4152809735,-0.284428996008705,0.149686497955955,3.68546399644077,0.0548886975094562,0.999624910286674
100689078,119.295071844283,-0.024041318312685,0.48795275513667,0.00247671505871949,0.960308378356967,0.999624910286674
100689079,1337.3907340026,-0.0456846973283842,0.340269503726036,0.0180879152252942,0.893014074165078,0.999624910286674
100689080,1281.23345688982,0.116787803805106,0.445054497506911,0.068221722534247,0.793943765626074,0.999624910286674
100689081,1293.89219262801,0.262262950039067,0.445616679490489,0.339042431802397,0.560382470566394,0.999624910286674
100689082,704.339879126081,0.146943904871245,0.835685977483768,0.0305590036421677,0.861227879652209,0.999624910286674
100689085,548.21815359348,-0.0612363258474008,0.185248502669211,0.109753522248923,0.740424921838185,0.999624910286674
100689086,3999.95312446058,-0.0489834910650009,0.159565217823575,0.0945835427753536,0.758429051887313,0.999624910286674
100689088,30372.3207742125,0.129639738948956,0.475609457446121,0.0735367270309553,0.786255239688526,0.999624910286674
100689089,7686.27064389244,0.0793372567741241,0.460327015393152,0.0295183775413079,0.863587586667084,0.999624910286674
100689090,42.1683388762694,0.462336406515918,0.427337376816066,1.12706459946278,0.288402332276845,0.999624910286674
100689092,14795.0979981453,0.975138531793856,0.303162690704954,9.46858801045465,0.00209020197229379,0.607048019612983
100689093,582.475066736114,-0.0640768785704731,0.181097323984764,0.125763797048648,0.722865361464499,0.999624910286674
100689094,185.51734760648,0.169473166136613,0.372938121267445,0.203817429371156,0.651657012277791,0.999624910286674
100689095,216.907130028596,0.217576986865819,0.199288407009717,1.17278608173041,0.278829514429352,0.999624910286674
100689096,19400.4602133976,0.261839694012154,0.22111137287717,1.37288681409791,0.241316507731088,0.999624910286674
100689097,5187.25202501952,0.222093210529838,0.612411175270458,0.129180143132714,0.719283613524451,0.999624910286674
100689098,539.371516394195,0.13621521457582,0.288844624171442,0.22015154158089,0.638924475552119,0.999624910286674
100689099,87733.4685039146,0.00901286073609699,0.278410587219541,0.0010470538992422,0.974186386826061,0.999624910286674
100689100,46.5050283057073,-0.159620622061631,0.621302022815833,0.0669683273972908,0.795803142887193,0.999624910286674
100689101,2597.97148286673,-0.124635013308932,0.0771890899412618,2.6303286271264,0.10484001196996,0.999624910286674
100689102,19119.0649700359,0.0179895862379676,0.331843564096503,0.00293443928615034,0.956799351579812,0.999624910286674
100689103,3746.13606830845,-0.0471577236592886,0.213863662035489,0.0487940267870499,0.825175202782878,0.999624910286674
100689104,1485.8893623388,0.155453409604605,0.0647391542832629,5.70286739163754,0.0169372209424083,0.999624910286674
100689105,3097.84056328556,-0.0876856748413356,0.265371704576975,0.109894639505683,0.740264119103393,0.999624910286674
100689106,14745.1758644794,0.0696317673211855,0.348488430459444,0.0397058639469492,0.842056783428289,0.999624910286674
100689173,1060.89118138221,0.0401840208032394,0.245548177059068,0.0267028783285923,0.870195508852664,0.999624910286674
100689175,1610.62505531123,-0.0650128463105544,0.407080054815836,0.0256361544273318,0.872792105890887,0.999624910286674
100689176,1053.49744797648,-0.271546704276591,0.589023785288492,0.216755036818711,0.64152361919376,0.999624910286674
100689177,1209.30951622873,0.00682641259339252,0.125894026242384,0.00304218078065333,0.956014208131776,0.999624910286674
100689183,1653.81030064679,0.0093592692858707,0.109711804582807,0.00741487161843679,0.931379253474428,0.999624910286674
100689185,28.7534989628912,0.185270323706826,0.604647563294159,0.0930021524674771,0.760394680794749,0.999624910286674
100689186,90.0496523955683,-0.20820502226237,0.271349202942746,0.596879348836069,0.439771179081109,0.999624910286674
100689187,305.243913140097,0.139332078143741,0.136504537233704,1.03230930786503,0.30961689418303,0.999624910286674
100689188,2696.50385644855,-0.336005735872585,0.157076389191844,4.68537313964549,0.0304204560242791,0.999624910286674
100689189,228.917149775545,-0.0363766220914886,0.220061271500039,0.0278424668558159,0.867479718534092,0.999624910286674
100689190,296.164521649242,0.0990788868626869,0.21036122816915,0.220514117085997,0.638648465882286,0.999624910286674
100689191,18347.5574378474,0.0645928388244489,0.292493611263084,0.0485220908151405,0.825655194575401,0.999624910286674
100689192,844.347753315246,-0.0901484661010543,0.246353881134876,0.134774714758748,0.713531926883566,0.999624910286674
100689193,86.3849865946248,0.755592163184491,0.376545205580842,3.78768870301502,0.0516308969117206,0.999624910286674
100689195,5985.39532169876,-0.324290673494003,0.375283726862397,0.764242724458029,0.382004025612755,0.999624910286674
100689196,238.537889042528,-0.0971297887380405,0.380673697353102,0.0655571627617064,0.797918923837618,0.999624910286674
100689197,619.136266115967,0.236657478137481,0.638633754798817,0.134732757154438,0.713574554293057,0.999624910286674
100689198,17.8213024773516,-0.264574297052168,0.478064989720396,0.315977123954383,0.57403533554109,0.999624910286674
100689199,870.222378180993,-0.00532234549156856,0.281280147943604,0.00035928430986587,0.984877166101393,0.999624910286674
100689201,2182.38756803902,-0.169022822890923,0.250901541051535,0.459562523703198,0.497828499278649,0.999624910286674
100689202,1388.13389881546,-0.0822544096436097,0.223411487355445,0.136393460406396,0.711893056040406,0.999624910286674
100689203,4045.21563130486,0.0702779405592683,0.451608251380311,0.0240823290367871,0.876675613472247,0.999624910286674
100689205,803.333042322256,0.0918810070043555,0.399897015495479,0.0524011694411115,0.818936522925283,0.999624910286674
100689206,72.3813862856889,-0.0836463901058107,0.702211412319975,0.0142887193565855,0.904851171074041,0.999624910286674
100689207,1918.27729897878,0.274261982605976,0.365478360455186,0.550761147529784,0.458006856370093,0.999624910286674
100689208,1341.39735440009,0.0760687975325205,0.260775330263987,0.0846060113604494,0.771149885846093,0.999624910286674
100689210,1184.01005354407,0.033760442834171,0.176383740655981,0.0365412002937546,0.848402178150725,0.999624910286674
100689217,49.3602060510514,0.0646399513652661,0.449315100136095,0.0207042437525047,0.885587574781059,0.999624910286674
100689218,272.91848354262,0.40297038646987,0.477857357646979,0.687571136018107,0.406991758064659,0.999624910286674
100689219,2659.11761502157,-0.101404689995771,0.145994647888709,0.486010807791729,0.485712208842523,0.999624910286674
100689220,5.31672132604174,-0.383818255339129,0.777670203789301,0.250586909314592,0.61666211945842,0.999624910286674
100689222,24947.8719190131,-0.11482135472325,0.391227405662604,0.0868850140004724,0.768175207914678,0.999624910286674
100689224,8633.32056425235,0.0888852036328766,0.45251171634727,0.0383133886998053,0.844815191882708,0.999624910286674
100689230,4872.71033372933,-0.0422727039373832,0.16598421335834,0.0650660721719873,0.798660908661707,0.999624910286674
100689232,1142.34240376024,-0.0315939210016027,0.402783675611308,0.00616946870712809,0.937393767899556,0.999624910286674
100689237,1000.63445578158,0.212656717893963,0.403822770215134,0.272664067738731,0.601550265966638,0.999624910286674
100689238,1632.68619919336,-0.162570855359593,0.175094408916493,0.872338095671637,0.350308837190583,0.999624910286674
100689239,497.666027585896,0.133827905915134,0.324302939725128,0.168513863888734,0.681435975163735,0.999624910286674
100689240,3233.23410423036,0.132417330353632,0.721622380183568,0.0333193284301956,0.855162240114135,0.999624910286674
100689241,399.574481585255,0.00714558961042004,0.235200806125861,0.00101383732362592,0.974598999669129,0.999624910286674
100689242,527.441568758024,0.1432959572866,0.35282254529305,0.163118695296475,0.686301291071714,0.999624910286674
100689243,1075.49055527911,0.222022314260884,0.768514957872884,0.0819718366208804,0.774642812149075,0.999624910286674
100689245,4436.59196929769,-0.209256360057609,0.281834536688796,0.559813478461763,0.454335404684091,0.999624910286674
100689246,20633.6389365253,-0.0825859088996019,0.137447697499322,0.363292280383348,0.546683448399945,0.999624910286674
100689247,8872.19990960815,-0.195084686347957,0.245707558808335,0.639522848319245,0.423883633515345,0.999624910286674
100689251,821.720128310942,-0.0278348880053895,0.222655492065306,0.0156696468997666,0.900382269365335,0.999624910286674
100689252,840.127948540785,-0.0935105155161112,0.393271150113672,0.0569368171643418,0.811404621972209,0.999624910286674
100689253,2676.7004938208,-0.00413213765108705,0.257226374426954,0.000258612986669959,0.987169413534796,0.999624910286674
100689254,749.238127341147,-0.121901682164758,0.429986745878889,0.081121253368849,0.775783634610266,0.999624910286674
100689255,1383.55729756617,-0.00467228744687225,0.417103841044334,0.000125768342343235,0.991052192617349,0.999624910286674
100689256,2069.08687147249,-0.135079982023493,0.271970769083436,0.249158697915846,0.61766808800625,0.999624910286674
100689267,19045.2824559889,0.338071189140391,0.337242834377135,0.977338871651568,0.322856680134947,0.999624910286674
100689268,6064.46258372107,0.0773252549720971,0.134951699228023,0.326347181204824,0.567817958117825,0.999624910286674
100689272,229.954891596568,-0.0085622191766632,0.360462697746528,0.00058514033287338,0.980701314599456,0.999624910286674
100689273,239.430944936967,0.107863039942103,0.486927517217797,0.0486435534992893,0.825440628018496,0.999624910286674
100689274,749.841032992283,0.180077200655492,0.256904910532443,0.484620012978155,0.48633705965851,0.999624910286674
100689276,56270.8277942467,-0.16430776332736,0.128659256993336,1.65095274980899,0.198829306351102,0.999624910286674
100689277,2291.45919970306,-0.000352078275335518,0.132946834038394,2.16312606085012e-05,0.99628909863898,0.999624910286674
100689281,1584.46250228745,-0.088673450196842,0.453416685330026,0.0385038765363106,0.844434807300338,0.999624910286674
100689285,2182.00096663315,2.02050042909295,0.712885249941594,6.54723852769934,0.0105047074060344,0.999624910286674
100689287,2806.29507937359,1.53337140513044,0.785699837368268,3.28218141113859,0.0700357841650986,0.999624910286674
100689292,7643.32461051154,-0.0755486762900908,0.38083095242382,0.0395803573451872,0.842303321799153,0.999624910286674
100689293,5946.6067915689,-0.152618300613986,0.358361325441056,0.183440730462848,0.668432854511585,0.999624910286674
100689294,617.425450975348,0.0638521241849076,0.361311127866294,0.0310722743852807,0.860079241335748,0.999624910286674
100689301,1391.86365411781,-0.0353114363284701,0.469025058609136,0.00568411122736734,0.939901992784863,0.999624910286674
100689302,1371.08920862321,-0.00856077297368822,0.219868313715221,0.00153401181063373,0.968757671894003,0.999624910286674
100689303,386.863913003209,0.00935541806288758,0.227400093639706,0.00169142443377268,0.967194705119857,0.999624910286674
100689304,9991.11563445115,0.0479031616935428,0.31732210106594,0.0227035615669706,0.88023050892925,0.999624910286674
100689305,62733.5527254173,0.42065884806441,0.576867234493322,0.513383235762944,0.473677935520751,0.999624910286674
100689306,830.848486910651,-0.138784672640049,0.129603138651161,1.15778129741051,0.281926155489285,0.999624910286674
100689307,3372.81613871089,-0.0456305557769984,0.214315758501079,0.0454881707588584,0.831108915455298,0.999624910286674
100689308,8137.47260466804,0.157509225832743,0.29589579430216,0.279840288397963,0.596805916462222,0.999624910286674
100689309,1350.33765309284,0.0152994101272801,0.320626116832799,0.00227430245064397,0.961963585048905,0.999624910286674
100689310,549.403546158068,-0.385097168146211,0.32070536617385,1.48163380999256,0.223519072440861,0.999624910286674
100689311,6072.74348570462,0.23981299932318,0.438992308702472,0.292686316082268,0.588504196242864,0.999624910286674
100689312,925.158771033496,0.0441336330618351,0.237570138331438,0.0344090425124932,0.852839432853098,0.999624910286674
100689313,637.536577958356,0.0704160112368726,0.241098377545746,0.0848556235669093,0.770821974647708,0.999624910286674
100689314,1182.68815549323,0.213862755845581,0.503100309154151,0.177600261945543,0.673443700304857,0.999624910286674
100689315,3373.54342034412,-0.359548508009013,0.466781387981786,0.60865983738023,0.435292851686668,0.999624910286674
100689316,1994.90661888004,0.0803776270898638,0.361065137152988,0.0492464741282106,0.82437969043332,0.999624910286674
100689317,1099.2250338268,-0.206292309821775,0.424103227501884,0.240223131553648,0.624045003851049,0.999624910286674
100689318,2097.83437460054,0.180140827225374,0.691285573836332,0.0669310639573837,0.79585870525799,0.999624910286674
100689320,477.828587561836,0.170716635380813,0.535182421134758,0.100394359390521,0.751356899666003,0.999624910286674
100689321,268.262337138173,0.106799107388828,0.539700445781964,0.0388188932053595,0.843807889488353,0.999624910286674
100689322,537.81353341625,-0.0630678992924929,0.158495289973518,0.159029224543815,0.690051863030665,0.999624910286674
100689323,2286.17767753338,-0.154077336714409,0.105720862439773,2.14808809343401,0.142747551819141,0.999624910286674
100689324,758.435975279951,0.0397566929363229,0.20020674948639,0.0393395460600345,0.842777498844223,0.999624910286674
